state,district,year,education_literacy_rate,healthcare_doctor_patient_ratio,infrastructure_road_density,digital_financial_inclusion_rate
Uttarakhand,Tehri Garhwal,2021,69.31,34.71,52.89,46.76
Uttarakhand,Tehri Garhwal,2022,68.99,34.21,52.26,46.0
Uttarakhand,Tehri Garhwal,2023,69.88,35.63,54.03,48.13
Uttarakhand,Tehri Garhwal,2024,72.34,39.58,58.97,54.05
Uttarakhand,Tehri Garhwal,2025,71.35,37.98,56.97,51.65
Uttarakhand,Tehri Garhwal,2026,71.63,38.43,57.54,52.34
Uttarakhand,Dehradun,2020,79.15,63.93,72.28,67.74
Uttarakhand,Dehradun,2021,79.31,64.19,72.6,68.12
Uttarakhand,Dehradun,2022,82.17,68.76,78.32,74.98
Uttarakhand,Dehradun,2023,79.12,63.87,72.21,67.65
Uttarakhand,Dehradun,2024,78.77,63.32,71.52,66.82
Uttarakhand,Dehradun,2025,78.25,62.49,70.48,65.58
Uttarakhand,Dehradun,2026,85.18,73.57,84.33,82.2
Uttarakhand,Garhwal,2020,78.1,38.01,57.67,50.57
Uttarakhand,Garhwal,2021,78.01,37.87,57.5,50.36
Uttarakhand,Garhwal,2022,78.19,38.16,57.86,50.8
Uttarakhand,Garhwal,2023,75.06,33.15,51.6,43.28
Uttarakhand,Garhwal,2024,77.35,36.81,56.18,48.78
Uttarakhand,Garhwal,2025,79.28,39.89,60.03,53.4
Uttarakhand,Garhwal,2026,79.89,40.87,61.25,54.87
Uttarakhand,Pithoragarh,2020,78.13,39.97,58.76,48.05
Uttarakhand,Pithoragarh,2021,77.84,39.49,58.17,47.33
Uttarakhand,Pithoragarh,2022,79.54,42.22,61.58,51.42
Uttarakhand,Pithoragarh,2023,74.66,34.4,51.81,39.71
Uttarakhand,Pithoragarh,2024,77.16,38.41,56.82,45.72
Uttarakhand,Pithoragarh,2025,78.8,41.04,60.11,49.66
Uttarakhand,Pithoragarh,2026,78.91,41.21,60.32,49.92
Uttarakhand,Bageshwar,2020,74.85,40.89,58.7,49.28
Uttarakhand,Bageshwar,2021,75.72,42.29,60.44,51.38
Uttarakhand,Bageshwar,2022,75.82,42.44,60.64,51.61
Uttarakhand,Bageshwar,2023,77.65,45.37,64.3,56.0
Uttarakhand,Bageshwar,2024,78.42,46.61,65.85,57.87
Uttarakhand,Bageshwar,2025,76.8,44.02,62.61,53.98
Uttarakhand,Bageshwar,2026,77.24,44.72,63.49,55.03
Uttarakhand,Almora,2020,73.68,33.08,46.21,43.63
Uttarakhand,Almora,2021,73.43,32.66,45.7,43.01
Uttarakhand,Almora,2022,76.36,37.37,51.57,50.06
Uttarakhand,Almora,2023,74.17,33.86,47.19,44.81
Uttarakhand,Almora,2024,74.03,33.64,46.91,44.47
Uttarakhand,Almora,2025,77.75,39.58,54.34,53.39
Uttarakhand,Almora,2026,79.8,42.86,58.45,58.31
Uttarakhand,Champawat,2020,74.08,33.77,49.73,45.6
Uttarakhand,Champawat,2021,75.48,36.02,52.54,48.97
Uttarakhand,Champawat,2022,75.86,36.63,53.31,49.89
Uttarakhand,Champawat,2023,75.79,36.52,53.17,49.72
Uttarakhand,Champawat,2024,76.76,38.07,55.1,52.04
Uttarakhand,Champawat,2025,75.3,35.73,52.18,48.53
Uttarakhand,Champawat,2026,79.68,42.74,60.94,59.05
Uttarakhand,Nainital,2020,76.39,55.29,63.44,56.79
Uttarakhand,Nainital,2021,76.39,55.28,63.43,56.78
Uttarakhand,Nainital,2022,80.47,61.82,71.61,66.6
Uttarakhand,Nainital,2023,77.86,57.63,66.37,60.31
Uttarakhand,Nainital,2024,82.49,65.05,75.64,71.43
Uttarakhand,Nainital,2025,82.28,64.72,75.23,70.94
Uttarakhand,Nainital,2026,78.91,59.32,68.48,62.84
Uttarakhand,Udham Singh Nagar,2020,68.17,58.5,71.91,67.77
Uttarakhand,Udham Singh Nagar,2021,69.44,60.53,74.45,70.82
Uttarakhand,Udham Singh Nagar,2022,67.04,56.68,69.64,65.05
Uttarakhand,Udham Singh Nagar,2023,67.64,57.64,70.84,66.49
Uttarakhand,Udham Singh Nagar,2024,67.67,57.69,70.9,66.56
Uttarakhand,Udham Singh Nagar,2025,66.5,55.82,68.57,63.76
Uttarakhand,Udham Singh Nagar,2026,69.54,60.68,74.64,71.05
Uttarakhand,Hardwar,2020,69.0,55.08,70.5,67.3
Uttarakhand,Hardwar,2021,69.65,56.13,71.81,68.87
Uttarakhand,Hardwar,2022,68.31,53.98,69.13,65.64
Uttarakhand,Hardwar,2023,68.94,54.98,70.38,67.15
Uttarakhand,Hardwar,2024,70.49,57.46,73.48,70.87
Uttarakhand,Hardwar,2025,68.93,54.97,70.37,67.13
Uttarakhand,Hardwar,2026,71.81,59.58,76.13,74.05
Haryana,Panchkula,2020,76.0,53.45,70.45,65.3
Haryana,Panchkula,2021,76.05,53.52,70.55,65.42
Haryana,Panchkula,2022,77.92,56.52,74.29,69.91
Haryana,Panchkula,2023,79.89,59.66,78.22,74.63
Haryana,Panchkula,2024,80.9,61.29,80.26,77.07
Haryana,Panchkula,2025,81.14,61.67,80.73,77.63
Haryana,Panchkula,2026,77.08,55.18,72.62,67.9
Haryana,Ambala,2020,77.26,52.95,72.86,65.39
Haryana,Ambala,2021,79.27,56.17,76.88,70.22
Haryana,Ambala,2022,78.13,54.35,74.6,67.49
Haryana,Ambala,2023,75.51,50.16,69.37,61.21
Haryana,Ambala,2024,78.53,54.99,75.41,68.45
Haryana,Ambala,2025,78.05,54.23,74.45,67.31
Haryana,Ambala,2026,81.57,59.85,81.49,75.75
Haryana,Yamunanagar,2020,72.01,47.07,67.69,57.31
Haryana,Yamunanagar,2021,74.62,51.26,72.92,63.59
Haryana,Yamunanagar,2022,73.25,49.07,70.18,60.3
Haryana,Yamunanagar,2023,74.27,50.7,72.23,62.75
Haryana,Yamunanagar,2024,72.26,47.48,68.2,57.92
Haryana,Yamunanagar,2025,77.03,55.12,77.75,69.38
Haryana,Yamunanagar,2026,76.4,54.1,76.48,67.85
Haryana,Kurukshetra,2020,70.63,52.42,66.04,58.54
Haryana,Kurukshetra,2021,71.24,53.41,67.28,60.02
Haryana,Kurukshetra,2022,75.16,59.68,75.11,69.43
Haryana,Kurukshetra,2023,71.64,54.04,68.07,60.97
Haryana,Kurukshetra,2024,74.83,59.15,74.46,68.64
Haryana,Kurukshetra,2025,74.3,58.3,73.4,67.37
Haryana,Kurukshetra,2026,76.24,61.41,77.27,72.02
Haryana,Kaithal,2020,63.13,46.08,66.96,57.06
Haryana,Kaithal,2021,64.18,47.76,69.06,59.58
Haryana,Kaithal,2022,67.24,52.66,75.19,66.93
Haryana,Kaithal,2023,68.14,54.1,76.99,69.09
Haryana,Kaithal,2024,64.75,48.67,70.2,60.94
Haryana,Kaithal,2025,70.06,57.17,80.82,73.69
Haryana,Kaithal,2026,65.13,49.28,70.97,61.87
Haryana,Karnal,2020,67.84,54.99,68.1,57.26
Haryana,Karnal,2021,72.41,62.3,77.23,68.23
Haryana,Karnal,2022,70.27,58.88,72.95,63.09
Haryana,Karnal,2023,73.88,64.65,80.17,71.75
Haryana,Karnal,2024,69.26,57.25,70.92,60.65
Haryana,Karnal,2025,68.5,56.04,69.41,58.83
Haryana,Karnal,2026,73.48,64.02,79.38,70.8
Haryana,Panipat,2020,70.44,62.3,74.52,65.2
Haryana,Panipat,2021,71.41,63.85,76.45,67.52
Haryana,Panipat,2022,69.07,60.11,71.78,61.91
Haryana,Panipat,2023,71.37,63.8,76.39,67.44
Haryana,Panipat,2024,72.9,66.24,79.44,71.11
Haryana,Panipat,2025,74.39,68.62,82.41,74.67
Haryana,Panipat,2026,73.01,66.41,79.65,71.36
Haryana,Sonipat,2020,74.66,53.3,72.24,63.59
Haryana,Sonipat,2021,72.95,50.57,68.81,59.49
Haryana,Sonipat,2022,73.63,51.66,70.18,61.12
Haryana,Sonipat,2023,74.13,52.46,71.18,62.33
Haryana,Sonipat,2024,77.27,57.49,77.47,69.88
Haryana,Sonipat,2025,78.54,59.51,80.0,72.91
Haryana,Sonipat,2026,74.15,52.5,71.23,62.39
Haryana,Jind,2020,65.98,45.49,67.57,61.15
Haryana,Jind,2021,69.6,51.29,74.82,69.85
Haryana,Jind,2022,66.69,46.62,69.0,62.85
Haryana,Jind,2023,69.04,50.39,73.7,68.5
Haryana,Jind,2024,69.18,50.6,73.97,68.82
Haryana,Jind,2025,71.49,54.31,78.6,74.38
Haryana,Jind,2026,67.27,47.55,70.16,64.25
Haryana,Fatehabad,2020,61.82,56.29,64.59,59.02
Haryana,Fatehabad,2021,65.95,62.9,72.85,68.93
Haryana,Fatehabad,2022,62.89,58.01,66.73,61.59
Haryana,Fatehabad,2023,63.24,58.56,67.43,62.43
Haryana,Fatehabad,2024,63.45,58.91,67.86,62.95
Haryana,Fatehabad,2025,65.99,62.96,72.92,69.02
Haryana,Fatehabad,2026,64.27,60.21,69.49,64.9
Haryana,Sirsa,2020,64.85,70.61,72.42,66.93
Haryana,Sirsa,2021,67.75,75.26,78.22,73.9
Haryana,Sirsa,2022,63.81,68.96,70.35,64.46
Haryana,Sirsa,2023,64.47,70.0,71.66,66.02
Haryana,Sirsa,2024,63.99,69.25,70.71,64.89
Haryana,Sirsa,2025,64.89,70.67,72.49,67.03
Haryana,Sirsa,2026,70.33,79.38,83.37,80.08
Haryana,Hisar,2020,66.24,54.43,67.17,62.47
Haryana,Hisar,2021,68.71,58.38,72.12,68.41
Haryana,Hisar,2022,69.97,60.39,74.62,71.41
Haryana,Hisar,2023,71.63,63.05,77.95,75.4
Haryana,Hisar,2024,71.43,62.72,77.54,74.92
Haryana,Hisar,2025,72.44,64.34,79.57,77.34
Haryana,Hisar,2026,69.71,59.98,74.11,70.79
Haryana,Bhiwani,2020,69.82,45.48,67.08,63.66
Haryana,Bhiwani,2021,69.93,45.65,67.29,63.92
Haryana,Bhiwani,2022,72.92,50.44,73.27,71.1
Haryana,Bhiwani,2023,71.64,48.39,70.71,68.03
Haryana,Bhiwani,2024,69.39,44.79,66.21,62.62
Haryana,Bhiwani,2025,70.36,46.35,68.15,64.96
Haryana,Bhiwani,2026,70.64,46.79,68.71,65.63
Haryana,Rohtak,2020,76.08,57.22,74.17,65.84
Haryana,Rohtak,2021,74.33,54.43,70.68,61.65
Haryana,Rohtak,2022,77.04,58.76,76.1,68.14
Haryana,Rohtak,2023,79.27,62.34,80.57,73.51
Haryana,Rohtak,2024,78.7,61.43,79.43,72.15
Haryana,Rohtak,2025,79.81,63.19,81.63,74.79
Haryana,Rohtak,2026,75.38,56.11,72.79,64.18
Haryana,Jhajjar,2020,73.17,46.79,63.35,56.29
Haryana,Jhajjar,2021,75.0,49.71,67.01,60.68
Haryana,Jhajjar,2022,76.84,52.66,70.69,65.1
Haryana,Jhajjar,2023,74.4,48.75,65.81,59.24
Haryana,Jhajjar,2024,78.43,55.2,73.87,68.92
Haryana,Jhajjar,2025,79.7,57.23,76.4,71.95
Haryana,Jhajjar,2026,78.89,55.94,74.8,70.03
Haryana,Mahendragarh,2020,73.77,36.52,61.4,62.9
Haryana,Mahendragarh,2021,74.35,37.45,62.56,64.29
Haryana,Mahendragarh,2022,72.55,34.56,58.95,59.95
Haryana,Mahendragarh,2023,75.61,39.47,65.08,67.31
Haryana,Mahendragarh,2024,73.76,36.5,61.38,62.87
Haryana,Mahendragarh,2025,75.6,39.44,65.05,67.28
Haryana,Mahendragarh,2026,79.01,44.9,71.88,75.47
Haryana,Rewari,2020,73.2,41.29,61.7,56.92
Haryana,Rewari,2021,74.15,42.81,63.6,59.19
Haryana,Rewari,2022,77.02,47.41,69.35,66.1
Haryana,Rewari,2023,78.63,49.98,72.57,69.95
Haryana,Rewari,2024,78.7,50.1,72.71,70.12
Haryana,Rewari,2025,75.26,44.6,65.83,61.87
Haryana,Rewari,2026,81.54,54.64,78.38,76.93
Haryana,Gurgaon,2020,76.62,56.99,64.89,60.31
Haryana,Gurgaon,2021,78.32,59.71,68.3,64.39
Haryana,Gurgaon,2022,79.74,61.97,71.12,67.78
Haryana,Gurgaon,2023,82.1,65.76,75.85,73.46
Haryana,Gurgaon,2024,81.66,65.04,74.96,72.39
Haryana,Gurgaon,2025,78.02,59.22,67.68,63.65
Haryana,Gurgaon,2026,82.83,66.91,77.3,75.2
Haryana,Mewat,2020,46.53,24.09,52.6,61.51
Haryana,Mewat,2021,44.58,20.97,48.71,56.84
Haryana,Mewat,2022,44.66,21.09,48.86,57.02
Haryana,Mewat,2023,48.22,26.79,55.98,65.56
Haryana,Mewat,2024,48.54,27.3,56.62,66.33
Haryana,Mewat,2025,51.93,32.73,63.41,74.48
Haryana,Mewat,2026,49.05,28.12,57.65,67.57
Haryana,Faridabad,2020,73.17,67.52,76.47,71.18
Haryana,Faridabad,2021,76.42,72.72,82.97,78.99
Haryana,Faridabad,2022,74.84,70.19,79.8,75.18
Haryana,Faridabad,2023,76.57,72.96,83.27,79.35
Haryana,Faridabad,2024,77.49,74.43,85.1,81.54
Haryana,Faridabad,2025,76.64,73.07,83.41,79.51
Haryana,Faridabad,2026,75.74,71.63,81.61,77.35
Haryana,Palwal,2020,63.11,38.85,64.39,62.05
Haryana,Palwal,2021,60.53,34.72,59.24,55.87
Haryana,Palwal,2022,62.36,37.65,62.89,60.26
Haryana,Palwal,2023,66.11,43.65,70.4,69.26
Haryana,Palwal,2024,66.22,43.82,70.61,69.52
Haryana,Palwal,2025,64.28,40.72,66.73,64.87
Haryana,Palwal,2026,66.71,44.62,71.6,70.71
Nct Of Delhi,North West,2020,77.58,65.85,77.25,70.42
Nct Of Delhi,North West,2021,78.31,67.03,78.72,72.19
Nct Of Delhi,North West,2022,78.78,67.76,79.64,73.29
Nct Of Delhi,North West,2023,80.9,71.17,83.9,78.4
Nct Of Delhi,North West,2024,83.47,75.28,89.04,84.57
Nct Of Delhi,North West,2025,81.15,71.56,84.39,78.99
Nct Of Delhi,North West,2026,79.88,69.54,81.86,75.95
Nct Of Delhi,North,2020,79.15,56.45,62.7,59.09
Nct Of Delhi,North,2021,79.57,57.12,63.54,60.1
Nct Of Delhi,North,2022,81.72,60.55,67.83,65.25
Nct Of Delhi,North,2023,85.09,65.95,74.58,73.35
Nct Of Delhi,North,2024,83.32,63.11,71.04,69.1
Nct Of Delhi,North,2025,86.95,68.93,78.3,77.81
Nct Of Delhi,North,2026,81.94,60.91,68.28,65.79
Nct Of Delhi,North East,2020,75.49,82.85,87.59,81.86
Nct Of Delhi,North East,2021,78.19,87.16,92.98,88.33
Nct Of Delhi,North East,2022,76.42,84.32,89.44,84.08
Nct Of Delhi,North East,2023,79.47,89.21,95.54,91.41
Nct Of Delhi,North East,2024,80.21,90.39,97.02,93.18
Nct Of Delhi,North East,2025,80.23,90.42,97.06,93.23
Nct Of Delhi,North East,2026,79.35,89.02,95.3,91.12
Nct Of Delhi,East,2020,82.36,76.76,82.73,79.05
Nct Of Delhi,East,2021,82.28,76.64,82.57,78.87
Nct Of Delhi,East,2022,83.46,78.52,84.93,81.7
Nct Of Delhi,East,2023,86.21,82.91,90.42,88.29
Nct Of Delhi,East,2024,87.02,84.22,92.06,90.25
Nct Of Delhi,East,2025,82.68,77.27,83.37,79.82
Nct Of Delhi,East,2026,87.03,84.24,92.08,90.27
Nct Of Delhi,New Delhi,2020,83.83,50.41,63.86,61.24
Nct Of Delhi,New Delhi,2021,83.83,50.4,63.85,61.23
Nct Of Delhi,New Delhi,2022,87.92,56.94,72.03,71.04
Nct Of Delhi,New Delhi,2023,85.3,52.75,66.79,64.76
Nct Of Delhi,New Delhi,2024,89.93,60.17,76.06,75.88
Nct Of Delhi,New Delhi,2025,89.73,59.83,75.65,75.38
Nct Of Delhi,New Delhi,2026,86.35,54.44,68.9,67.29
Nct Of Delhi,Central,2020,82.63,64.05,71.51,69.45
Nct Of Delhi,Central,2021,83.29,65.09,72.82,71.02
Nct Of Delhi,Central,2022,81.94,62.94,70.14,67.8
Nct Of Delhi,Central,2023,82.57,63.95,71.39,69.31
Nct Of Delhi,Central,2024,84.12,66.43,74.49,73.02
Nct Of Delhi,Central,2025,82.56,63.94,71.38,69.29
Nct Of Delhi,Central,2026,85.44,68.55,77.14,76.2
Nct Of Delhi,West,2020,80.67,72.83,81.28,76.53
Nct Of Delhi,West,2021,83.72,77.72,87.38,83.86
Nct Of Delhi,West,2022,80.04,71.83,80.02,75.02
Nct Of Delhi,West,2023,81.66,74.42,83.26,78.91
Nct Of Delhi,West,2024,82.78,76.22,85.51,81.6
Nct Of Delhi,West,2025,86.76,82.58,93.46,91.14
Nct Of Delhi,West,2026,82.18,75.25,84.3,80.16
Nct Of Delhi,South West,2020,80.86,69.65,76.47,72.71
Nct Of Delhi,South West,2021,84.79,75.94,84.33,82.14
Nct Of Delhi,South West,2022,81.07,69.99,76.9,73.22
Nct Of Delhi,South West,2023,81.06,69.97,76.87,73.19
Nct Of Delhi,South West,2024,85.89,77.7,86.53,84.78
Nct Of Delhi,South West,2025,82.08,71.61,78.92,75.65
Nct Of Delhi,South West,2026,86.38,78.48,87.51,85.95
Nct Of Delhi,South,2020,81.43,75.23,85.86,83.03
Nct Of Delhi,South,2021,80.35,73.5,83.7,80.44
Nct Of Delhi,South,2022,84.05,79.42,91.1,89.32
Nct Of Delhi,South,2023,82.94,77.63,88.87,86.64
Nct Of Delhi,South,2024,85.7,82.05,94.39,93.26
Nct Of Delhi,South,2025,80.92,74.41,84.84,81.81
Nct Of Delhi,South,2026,84.02,79.36,91.03,89.23
Rajasthan,Ganganagar,2020,66.47,65.69,62.06,64.68
Rajasthan,Ganganagar,2021,65.74,64.53,60.6,62.93
Rajasthan,Ganganagar,2022,64.01,61.76,57.14,58.77
Rajasthan,Ganganagar,2023,67.44,67.25,64.0,67.01
Rajasthan,Ganganagar,2024,64.44,62.45,58.01,59.82
Rajasthan,Ganganagar,2025,66.43,65.63,61.98,64.58
Rajasthan,Ganganagar,2026,67.56,67.44,64.24,67.29
Rajasthan,Hanumangarh,2020,62.23,62.26,56.76,59.61
Rajasthan,Hanumangarh,2021,62.25,62.28,56.8,59.66
Rajasthan,Hanumangarh,2022,64.81,66.39,61.93,65.81
Rajasthan,Hanumangarh,2023,66.8,69.57,65.91,70.59
Rajasthan,Hanumangarh,2024,64.34,65.63,60.98,64.68
Rajasthan,Hanumangarh,2025,67.74,71.07,67.79,72.84
Rajasthan,Hanumangarh,2026,63.82,64.81,59.96,63.44
Rajasthan,Bikaner,2020,57.05,41.42,47.42,61.22
Rajasthan,Bikaner,2021,58.68,44.03,50.68,65.13
Rajasthan,Bikaner,2022,57.21,41.68,47.74,61.61
Rajasthan,Bikaner,2023,62.29,49.8,57.89,73.79
Rajasthan,Bikaner,2024,59.31,45.04,51.94,66.65
Rajasthan,Bikaner,2025,62.79,50.6,58.89,74.99
Rajasthan,Bikaner,2026,60.92,47.62,55.16,70.52
Rajasthan,Churu,2020,61.38,48.71,56.98,66.43
Rajasthan,Churu,2021,62.18,49.99,58.57,68.34
Rajasthan,Churu,2022,59.88,46.3,53.97,62.81
Rajasthan,Churu,2023,62.81,51.0,59.84,69.86
Rajasthan,Churu,2024,65.9,55.94,66.02,77.27
Rajasthan,Churu,2025,63.9,52.73,62.01,72.46
Rajasthan,Churu,2026,61.54,48.96,57.29,66.8
Rajasthan,Jhunjhunun,2020,67.68,37.27,52.82,56.9
Rajasthan,Jhunjhunun,2021,69.68,40.48,56.84,61.71
Rajasthan,Jhunjhunun,2022,67.18,36.48,51.84,55.72
Rajasthan,Jhunjhunun,2023,68.01,37.81,53.5,57.71
Rajasthan,Jhunjhunun,2024,70.69,42.09,58.85,64.12
Rajasthan,Jhunjhunun,2025,68.7,38.91,54.87,59.35
Rajasthan,Jhunjhunun,2026,70.18,41.27,57.83,62.9
Rajasthan,Alwar,2020,61.74,21.12,53.49,53.6
Rajasthan,Alwar,2021,64.22,25.08,58.44,59.54
Rajasthan,Alwar,2022,65.47,27.08,60.94,62.54
Rajasthan,Alwar,2023,67.13,29.75,64.27,66.53
Rajasthan,Alwar,2024,66.93,29.42,63.86,66.04
Rajasthan,Alwar,2025,67.94,31.04,65.89,68.47
Rajasthan,Alwar,2026,65.21,26.67,60.43,61.92
Rajasthan,Bharatpur,2020,61.57,19.64,54.32,58.09
Rajasthan,Bharatpur,2021,61.03,18.78,53.24,56.8
Rajasthan,Bharatpur,2022,66.16,26.98,63.49,69.1
Rajasthan,Bharatpur,2023,61.18,19.02,53.54,57.15
Rajasthan,Bharatpur,2024,67.3,28.81,65.78,71.85
Rajasthan,Bharatpur,2025,64.93,25.02,61.05,66.16
Rajasthan,Bharatpur,2026,62.56,21.22,56.3,60.47
Rajasthan,Dhaulpur,2020,62.88,22.16,47.68,58.12
Rajasthan,Dhaulpur,2021,61.13,19.37,44.19,53.93
Rajasthan,Dhaulpur,2022,62.34,21.3,46.61,56.83
Rajasthan,Dhaulpur,2023,59.65,16.99,41.22,50.37
Rajasthan,Dhaulpur,2024,64.19,24.26,50.31,61.28
Rajasthan,Dhaulpur,2025,61.36,19.72,44.64,54.47
Rajasthan,Dhaulpur,2026,63.68,23.44,49.28,60.04
Rajasthan,Karauli,2020,61.93,22.12,49.58,61.74
Rajasthan,Karauli,2021,62.58,23.17,50.89,63.31
Rajasthan,Karauli,2022,61.24,21.02,48.2,60.08
Rajasthan,Karauli,2023,61.87,22.03,49.46,61.59
Rajasthan,Karauli,2024,63.41,24.5,52.56,65.31
Rajasthan,Karauli,2025,61.86,22.02,49.45,61.57
Rajasthan,Karauli,2026,64.74,26.62,55.21,68.49
Rajasthan,Sawai Madhopur,2020,57.89,18.62,44.6,54.05
Rajasthan,Sawai Madhopur,2021,61.72,24.73,52.24,63.23
Rajasthan,Sawai Madhopur,2022,58.74,19.98,46.3,56.09
Rajasthan,Sawai Madhopur,2023,61.22,23.95,51.26,62.05
Rajasthan,Sawai Madhopur,2024,63.75,28.0,56.32,68.12
Rajasthan,Sawai Madhopur,2025,60.21,22.33,49.24,59.62
Rajasthan,Sawai Madhopur,2026,60.88,23.39,50.57,61.22
Rajasthan,Dausa,2020,59.98,16.13,51.59,54.36
Rajasthan,Dausa,2021,60.03,16.22,51.7,54.49
Rajasthan,Dausa,2022,64.0,22.57,59.63,64.01
Rajasthan,Dausa,2023,62.05,19.45,55.73,59.33
Rajasthan,Dausa,2024,65.76,25.39,63.15,68.24
Rajasthan,Dausa,2025,64.51,23.39,60.65,65.24
Rajasthan,Dausa,2026,65.87,25.56,63.37,68.5
Rajasthan,Jaipur,2020,68.09,45.14,63.49,63.85
Rajasthan,Jaipur,2021,70.59,49.15,68.5,69.86
Rajasthan,Jaipur,2022,68.88,46.41,65.08,65.75
Rajasthan,Jaipur,2023,69.44,47.3,66.2,67.09
Rajasthan,Jaipur,2024,72.65,52.44,72.62,74.8
Rajasthan,Jaipur,2025,73.27,53.44,73.87,76.3
Rajasthan,Jaipur,2026,75.08,56.33,77.48,80.63
Rajasthan,Sikar,2020,67.77,41.29,60.22,69.1
Rajasthan,Sikar,2021,64.24,35.64,53.16,60.62
Rajasthan,Sikar,2022,65.09,37.0,54.86,62.67
Rajasthan,Sikar,2023,65.08,36.99,54.84,62.64
Rajasthan,Sikar,2024,69.53,44.11,63.75,73.33
Rajasthan,Sikar,2025,68.37,42.24,61.41,70.53
Rajasthan,Sikar,2026,65.66,37.91,55.99,64.02
Rajasthan,Nagaur,2020,56.49,30.17,47.89,63.19
Rajasthan,Nagaur,2021,59.51,35.0,53.93,70.44
Rajasthan,Nagaur,2022,59.01,34.2,52.92,69.23
Rajasthan,Nagaur,2023,59.37,34.78,53.65,70.1
Rajasthan,Nagaur,2024,61.87,38.78,58.66,76.11
Rajasthan,Nagaur,2025,61.37,37.98,57.65,74.9
Rajasthan,Nagaur,2026,64.23,42.55,63.37,81.77
Rajasthan,Jodhpur,2020,61.46,38.07,58.57,70.36
Rajasthan,Jodhpur,2021,58.65,33.58,52.96,63.62
Rajasthan,Jodhpur,2022,60.91,37.18,57.47,69.03
Rajasthan,Jodhpur,2023,60.74,36.92,57.14,68.63
Rajasthan,Jodhpur,2024,63.81,41.84,63.28,76.0
Rajasthan,Jodhpur,2025,64.53,42.98,64.72,77.72
Rajasthan,Jodhpur,2026,59.69,35.24,55.03,66.11
Rajasthan,Jaisalmer,2020,51.39,22.44,33.35,55.46
Rajasthan,Jaisalmer,2021,53.12,25.21,36.82,59.62
Rajasthan,Jaisalmer,2022,51.94,23.31,34.44,56.77
Rajasthan,Jaisalmer,2023,51.54,22.68,33.65,55.82
Rajasthan,Jaisalmer,2024,53.97,26.56,38.5,61.64
Rajasthan,Jaisalmer,2025,54.21,26.95,38.99,62.23
Rajasthan,Jaisalmer,2026,57.32,31.92,45.21,69.69
Rajasthan,Barmer,2020,48.51,15.72,26.87,56.86
Rajasthan,Barmer,2021,53.08,23.03,36.01,67.82
Rajasthan,Barmer,2022,50.94,19.61,31.73,62.69
Rajasthan,Barmer,2023,54.55,25.38,38.94,71.35
Rajasthan,Barmer,2024,49.92,17.98,29.69,60.25
Rajasthan,Barmer,2025,49.17,16.77,28.18,58.43
Rajasthan,Barmer,2026,54.15,24.75,38.15,70.4
Rajasthan,Jalor,2020,51.26,20.38,46.43,64.98
Rajasthan,Jalor,2021,49.55,17.64,42.99,60.86
Rajasthan,Jalor,2022,49.24,17.15,42.38,60.12
Rajasthan,Jalor,2023,49.39,17.39,42.69,60.49
Rajasthan,Jalor,2024,51.99,21.55,47.88,66.73
Rajasthan,Jalor,2025,52.66,22.62,49.21,68.32
Rajasthan,Jalor,2026,55.08,26.48,54.05,74.13
Rajasthan,Sirohi,2020,51.23,25.95,53.96,53.1
Rajasthan,Sirohi,2021,52.87,28.56,57.23,57.02
Rajasthan,Sirohi,2022,49.84,23.73,51.18,49.77
Rajasthan,Sirohi,2023,50.69,25.09,52.88,51.81
Rajasthan,Sirohi,2024,52.59,28.12,56.67,56.36
Rajasthan,Sirohi,2025,52.97,28.73,57.43,57.26
Rajasthan,Sirohi,2026,51.45,26.29,54.39,53.62
Rajasthan,Pali,2020,59.57,29.1,62.64,63.65
Rajasthan,Pali,2021,58.6,27.55,60.7,61.32
Rajasthan,Pali,2022,61.38,32.0,66.26,67.99
Rajasthan,Pali,2023,58.97,28.15,61.45,62.21
Rajasthan,Pali,2024,60.23,30.16,63.96,65.23
Rajasthan,Pali,2025,62.94,34.5,69.38,71.74
Rajasthan,Pali,2026,59.62,29.18,62.73,63.76
Rajasthan,Ajmer,2020,62.65,35.57,64.6,61.6
Rajasthan,Ajmer,2021,66.51,41.75,72.32,70.86
Rajasthan,Ajmer,2022,65.97,40.89,71.25,69.58
Rajasthan,Ajmer,2023,65.22,39.68,69.73,67.76
Rajasthan,Ajmer,2024,65.94,40.83,71.17,69.49
Rajasthan,Ajmer,2025,67.18,42.83,73.67,72.48
Rajasthan,Ajmer,2026,70.06,47.43,79.42,79.39
Rajasthan,Tonk,2020,59.25,23.53,54.58,65.44
Rajasthan,Tonk,2021,59.65,24.18,55.39,66.41
Rajasthan,Tonk,2022,55.67,17.82,47.44,56.87
Rajasthan,Tonk,2023,59.25,23.54,54.59,65.45
Rajasthan,Tonk,2024,57.13,20.15,50.36,60.37
Rajasthan,Tonk,2025,59.65,24.17,55.38,66.4
Rajasthan,Tonk,2026,61.68,27.42,59.44,71.27
Rajasthan,Bundi,2020,55.85,18.98,51.54,54.95
Rajasthan,Bundi,2021,55.58,18.54,51.0,54.3
Rajasthan,Bundi,2022,58.64,23.44,57.12,61.64
Rajasthan,Bundi,2023,59.69,25.11,59.21,64.15
Rajasthan,Bundi,2024,59.46,24.75,58.75,63.6
Rajasthan,Bundi,2025,62.77,30.05,65.38,71.56
Rajasthan,Bundi,2026,58.63,23.42,57.09,61.61
